system:index,date,path,row,sat,.geo
1_1_LT05_119038_20080705,2008-07-05,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20080713,2008-07-13,119.0,38.0,LANDSAT_7,
1_1_LT05_118038_20080714,2008-07-14,118.0,38.0,LANDSAT_5,
1_1_LT05_119038_20080721,2008-07-21,119.0,38.0,LANDSAT_5,
1_1_LT05_119038_20080806,2008-08-06,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20080814,2008-08-14,119.0,38.0,LANDSAT_7,
1_1_LT05_118038_20080815,2008-08-15,118.0,38.0,LANDSAT_5,
1_1_LT05_119038_20080822,2008-08-22,119.0,38.0,LANDSAT_5,
1_1_LT05_119038_20080907,2008-09-07,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20081001,2008-10-01,119.0,38.0,LANDSAT_7,
1_1_LT05_118038_20081002,2008-10-02,118.0,38.0,LANDSAT_5,
1_1_LT05_119038_20081009,2008-10-09,119.0,38.0,LANDSAT_5,
1_1_LT05_118038_20081018,2008-10-18,118.0,38.0,LANDSAT_5,
1_2_LE07_119038_20081118,2008-11-18,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20081212,2008-12-12,119.0,38.0,LANDSAT_5,
1_1_LT05_119038_20090113,2009-01-13,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20090121,2009-01-21,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20090214,2009-02-14,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20090310,2009-03-10,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20090318,2009-03-18,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20090326,2009-03-26,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20090411,2009-04-11,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20090427,2009-04-27,119.0,38.0,LANDSAT_7,
1_2_LE07_118038_20090506,2009-05-06,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20090513,2009-05-13,119.0,38.0,LANDSAT_7,
1_2_LE07_118038_20090522,2009-05-22,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20090529,2009-05-29,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20090606,2009-06-06,119.0,38.0,LANDSAT_5,
1_2_LE07_118038_20090607,2009-06-07,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20090614,2009-06-14,119.0,38.0,LANDSAT_7,
1_2_LE07_118038_20090623,2009-06-23,118.0,38.0,LANDSAT_7,
1_1_LT05_119038_20090708,2009-07-08,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20090716,2009-07-16,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20090817,2009-08-17,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20090825,2009-08-25,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20090902,2009-09-02,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20090910,2009-09-10,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20091020,2009-10-20,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20091105,2009-11-05,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20091121,2009-11-21,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20091207,2009-12-07,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20091223,2009-12-23,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20100108,2010-01-08,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20100116,2010-01-16,119.0,38.0,LANDSAT_5,
1_2_LE07_118038_20100117,2010-01-17,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20100124,2010-01-24,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20100217,2010-02-17,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20100313,2010-03-13,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20100329,2010-03-29,119.0,38.0,LANDSAT_7,
1_2_LE07_118038_20100407,2010-04-07,118.0,38.0,LANDSAT_7,
1_2_LE07_118038_20100423,2010-04-23,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20100430,2010-04-30,119.0,38.0,LANDSAT_7,
1_1_LT05_118038_20100501,2010-05-01,118.0,38.0,LANDSAT_5,
1_1_LT05_119038_20100524,2010-05-24,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20100719,2010-07-19,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20100804,2010-08-04,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20100812,2010-08-12,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20100820,2010-08-20,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20100921,2010-09-21,119.0,38.0,LANDSAT_7,
1_1_LT05_118038_20101008,2010-10-08,118.0,38.0,LANDSAT_5,
1_1_LT05_119038_20101015,2010-10-15,119.0,38.0,LANDSAT_5,
1_1_LT05_119038_20101031,2010-10-31,119.0,38.0,LANDSAT_5,
1_1_LT05_119038_20101116,2010-11-16,119.0,38.0,LANDSAT_5,
1_1_LT05_119038_20101202,2010-12-02,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20101210,2010-12-10,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20101218,2010-12-18,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20101226,2010-12-26,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110103,2011-01-03,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110111,2011-01-11,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110204,2011-02-04,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110212,2011-02-12,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110220,2011-02-20,119.0,38.0,LANDSAT_5,
1_1_LT05_119038_20110308,2011-03-08,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110316,2011-03-16,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110324,2011-03-24,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110401,2011-04-01,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110409,2011-04-09,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110417,2011-04-17,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110425,2011-04-25,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110503,2011-05-03,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20110519,2011-05-19,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20110620,2011-06-20,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110628,2011-06-28,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110722,2011-07-22,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110730,2011-07-30,119.0,38.0,LANDSAT_5,
1_1_LT05_119038_20110815,2011-08-15,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110908,2011-09-08,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20110916,2011-09-16,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20110924,2011-09-24,119.0,38.0,LANDSAT_7,
1_1_LT05_119038_20111103,2011-11-03,119.0,38.0,LANDSAT_5,
1_2_LE07_119038_20111111,2011-11-11,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20111127,2011-11-27,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20111213,2011-12-13,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20120403,2012-04-03,119.0,38.0,LANDSAT_7,
1_2_LE07_118038_20120428,2012-04-28,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20120505,2012-05-05,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20120521,2012-05-21,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20121012,2012-10-12,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20121028,2012-10-28,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20121113,2012-11-13,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20121129,2012-11-29,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20121231,2012-12-31,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20130305,2013-03-05,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20130321,2013-03-21,119.0,38.0,LANDSAT_7,
2_LC08_119038_20130325,2013-03-25,119.0,38.0,LANDSAT_8,
2_LC08_119038_20130414,2013-04-14,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20130422,2013-04-22,119.0,38.0,LANDSAT_7,
2_LC08_119038_20130617,2013-06-17,119.0,38.0,LANDSAT_8,
2_LC08_119038_20130703,2013-07-03,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20130711,2013-07-11,119.0,38.0,LANDSAT_7,
2_LC08_119038_20130719,2013-07-19,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20130727,2013-07-27,119.0,38.0,LANDSAT_7,
2_LC08_119038_20130804,2013-08-04,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20130812,2013-08-12,119.0,38.0,LANDSAT_7,
2_LC08_119038_20130820,2013-08-20,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20130828,2013-08-28,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20130929,2013-09-29,119.0,38.0,LANDSAT_7,
2_LC08_119038_20131023,2013-10-23,119.0,38.0,LANDSAT_8,
2_LC08_119038_20131108,2013-11-08,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20131116,2013-11-16,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20131202,2013-12-02,119.0,38.0,LANDSAT_7,
2_LC08_119038_20131210,2013-12-10,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20131218,2013-12-18,119.0,38.0,LANDSAT_7,
2_LC08_119038_20131226,2013-12-26,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20140103,2014-01-03,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20140119,2014-01-19,119.0,38.0,LANDSAT_7,
2_LC08_119038_20140127,2014-01-27,119.0,38.0,LANDSAT_8,
1_2_LE07_118038_20140128,2014-01-28,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20140204,2014-02-04,119.0,38.0,LANDSAT_7,
2_LC08_119038_20140212,2014-02-12,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20140220,2014-02-20,119.0,38.0,LANDSAT_7,
2_LC08_119038_20140316,2014-03-16,119.0,38.0,LANDSAT_8,
2_LC08_119038_20140401,2014-04-01,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20140409,2014-04-09,119.0,38.0,LANDSAT_7,
2_LC08_119038_20140503,2014-05-03,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20140527,2014-05-27,119.0,38.0,LANDSAT_7,
2_LC08_119038_20140604,2014-06-04,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20140612,2014-06-12,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20140628,2014-06-28,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20140714,2014-07-14,119.0,38.0,LANDSAT_7,
2_LC08_119038_20140722,2014-07-22,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20140730,2014-07-30,119.0,38.0,LANDSAT_7,
2_LC08_119038_20140823,2014-08-23,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20141002,2014-10-02,119.0,38.0,LANDSAT_7,
2_LC08_119038_20141010,2014-10-10,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20141018,2014-10-18,119.0,38.0,LANDSAT_7,
2_LC08_119038_20141026,2014-10-26,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20141103,2014-11-03,119.0,38.0,LANDSAT_7,
2_LC08_119038_20141111,2014-11-11,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20141119,2014-11-19,119.0,38.0,LANDSAT_7,
2_LC08_119038_20141127,2014-11-27,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20141205,2014-12-05,119.0,38.0,LANDSAT_7,
2_LC08_119038_20141213,2014-12-13,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20141221,2014-12-21,119.0,38.0,LANDSAT_7,
2_LC08_119038_20141229,2014-12-29,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20150122,2015-01-22,119.0,38.0,LANDSAT_7,
2_LC08_119038_20150130,2015-01-30,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20150207,2015-02-07,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20150311,2015-03-11,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20150412,2015-04-12,119.0,38.0,LANDSAT_7,
2_LC08_119038_20150420,2015-04-20,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20150428,2015-04-28,119.0,38.0,LANDSAT_7,
2_LC08_119038_20150506,2015-05-06,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20150514,2015-05-14,119.0,38.0,LANDSAT_7,
2_LC08_119038_20150522,2015-05-22,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20150701,2015-07-01,119.0,38.0,LANDSAT_7,
2_LC08_119038_20150725,2015-07-25,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20150802,2015-08-02,119.0,38.0,LANDSAT_7,
2_LC08_119038_20150826,2015-08-26,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20150903,2015-09-03,119.0,38.0,LANDSAT_7,
2_LC08_119038_20150911,2015-09-11,119.0,38.0,LANDSAT_8,
2_LC08_119038_20150927,2015-09-27,119.0,38.0,LANDSAT_8,
2_LC08_119038_20151013,2015-10-13,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20151021,2015-10-21,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20151106,2015-11-06,119.0,38.0,LANDSAT_7,
2_LC08_119038_20151114,2015-11-14,119.0,38.0,LANDSAT_8,
2_LC08_119038_20151130,2015-11-30,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20151208,2015-12-08,119.0,38.0,LANDSAT_7,
2_LC08_119038_20151216,2015-12-16,119.0,38.0,LANDSAT_8,
2_LC08_119038_20160101,2016-01-01,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20160109,2016-01-09,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20160125,2016-01-25,119.0,38.0,LANDSAT_7,
2_LC08_119038_20160202,2016-02-02,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20160210,2016-02-10,119.0,38.0,LANDSAT_7,
2_LC08_119038_20160218,2016-02-18,119.0,38.0,LANDSAT_8,
2_LC08_119038_20160305,2016-03-05,119.0,38.0,LANDSAT_8,
2_LC08_119038_20160321,2016-03-21,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20160414,2016-04-14,119.0,38.0,LANDSAT_7,
2_LC08_119038_20160422,2016-04-22,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20160430,2016-04-30,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20160516,2016-05-16,119.0,38.0,LANDSAT_7,
2_LC08_119038_20160524,2016-05-24,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20160617,2016-06-17,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20160719,2016-07-19,119.0,38.0,LANDSAT_7,
2_LC08_119038_20160727,2016-07-27,119.0,38.0,LANDSAT_8,
2_LC08_119038_20160812,2016-08-12,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20160820,2016-08-20,119.0,38.0,LANDSAT_7,
2_LC08_119038_20160828,2016-08-28,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20160905,2016-09-05,119.0,38.0,LANDSAT_7,
2_LC08_119038_20160913,2016-09-13,119.0,38.0,LANDSAT_8,
2_LC08_119038_20161116,2016-11-16,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20161124,2016-11-24,119.0,38.0,LANDSAT_7,
2_LC08_119038_20161202,2016-12-02,119.0,38.0,LANDSAT_8,
1_2_LE07_118038_20161203,2016-12-03,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20161210,2016-12-10,119.0,38.0,LANDSAT_7,
2_LC08_119038_20161218,2016-12-18,119.0,38.0,LANDSAT_8,
1_2_LE07_118038_20161219,2016-12-19,118.0,38.0,LANDSAT_7,
2_LC08_119038_20170103,2017-01-03,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20170111,2017-01-11,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20170212,2017-02-12,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20170228,2017-02-28,119.0,38.0,LANDSAT_7,
2_LC08_119038_20170308,2017-03-08,119.0,38.0,LANDSAT_8,
2_LC08_119038_20170324,2017-03-24,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20170401,2017-04-01,119.0,38.0,LANDSAT_7,
2_LC08_119038_20170425,2017-04-25,119.0,38.0,LANDSAT_8,
2_LC08_119038_20170511,2017-05-11,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20170519,2017-05-19,119.0,38.0,LANDSAT_7,
2_LC08_119038_20170527,2017-05-27,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20170604,2017-06-04,119.0,38.0,LANDSAT_7,
2_LC08_119038_20170628,2017-06-28,119.0,38.0,LANDSAT_8,
2_LC08_119038_20170714,2017-07-14,119.0,38.0,LANDSAT_8,
1_2_LE07_118038_20170715,2017-07-15,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20170722,2017-07-22,119.0,38.0,LANDSAT_7,
2_LC08_119038_20170730,2017-07-30,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20170807,2017-08-07,119.0,38.0,LANDSAT_7,
2_LC08_119038_20170815,2017-08-15,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20170823,2017-08-23,119.0,38.0,LANDSAT_7,
2_LC08_119038_20170916,2017-09-16,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20171010,2017-10-10,119.0,38.0,LANDSAT_7,
2_LC08_119038_20171103,2017-11-03,119.0,38.0,LANDSAT_8,
1_2_LE07_119038_20171111,2017-11-11,119.0,38.0,LANDSAT_7,
1_2_LE07_119038_20171127,2017-11-27,119.0,38.0,LANDSAT_7,
2_LC08_119038_20171205,2017-12-05,119.0,38.0,LANDSAT_8,
1_2_LE07_118038_20171206,2017-12-06,118.0,38.0,LANDSAT_7,
1_2_LE07_119038_20171213,2017-12-13,119.0,38.0,LANDSAT_7,
2_LC08_119038_20171221,2017-12-21,119.0,38.0,LANDSAT_8,
1_2_LE07_118038_20171222,2017-12-22,118.0,38.0,LANDSAT_7,
